#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name             accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----   -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
MarR                 PF01047.25    59 tr|Q6A5K8|Q6A5K8_CUTAK -            174   3.4e-12   46.2   0.0   1   1     2e-15   7.7e-12   45.0   0.0     2    58    50   105    49   105 0.90 MarR family
MarR_2               PF12802.10    61 tr|Q6A5K8|Q6A5K8_CUTAK -            174   2.5e-11   43.5   0.3   1   1   1.8e-14     7e-11   42.1   0.3     2    61    48   105    47   105 0.95 MarR family
HTH_27               PF13463.9     68 tr|Q6A5K8|Q6A5K8_CUTAK -            174   2.3e-07   31.4   0.0   1   1     1e-10     4e-07   30.6   0.0    23    68    69   114    49   114 0.90 Winged helix DNA-binding domain
TrmB                 PF01978.22    68 tr|Q6A5K8|Q6A5K8_CUTAK -            174   0.00011   22.2   0.0   1   1   5.6e-08   0.00022   21.2   0.0    15    57    57    99    49   110 0.89 Sugar-specific transcriptional regulator TrmB
Fe_dep_repress       PF01325.22    60 tr|Q6A5K8|Q6A5K8_CUTAK -            174   0.00032   21.0   0.0   1   1   1.4e-07   0.00057   20.2   0.0    21    56    63    98    54   100 0.88 Iron dependent repressor, N-terminal DNA binding domain
Response_reg         PF00072.27   112 tr|Q6AB19|Q6AB19_CUTAK -            218   1.1e-26   93.4   0.1   1   1   7.4e-30   1.8e-26   92.6   0.1     1   112     6   116     6   116 0.97 Response regulator receiver domain
GerE                 PF00196.22    57 tr|Q6AB19|Q6AB19_CUTAK -            218     3e-17   62.1   0.3   1   1   1.9e-20   4.6e-17   61.5   0.3     2    56   155   209   154   210 0.96 Bacterial regulatory proteins, luxR family
Sigma70_r4_2         PF08281.15    54 tr|Q6AB19|Q6AB19_CUTAK -            218   5.4e-07   29.3   0.1   1   1   5.4e-10   1.3e-06   28.1   0.1     2    48   147   192   146   194 0.94 Sigma-70, region 4
HTH_38               PF13936.9     44 tr|Q6AB19|Q6AB19_CUTAK -            218   5.1e-06   26.3   0.1   1   2   4.2e-08    0.0001   22.1   0.0     4    37   155   187   153   191 0.93 Helix-turn-helix domain
HTH_38               PF13936.9     44 tr|Q6AB19|Q6AB19_CUTAK -            218   5.1e-06   26.3   0.1   2   2      0.13   3.1e+02    1.4   0.0     4    18   197   211   195   215 0.83 Helix-turn-helix domain
Sigma70_ECF          PF07638.14   185 tr|Q6AB19|Q6AB19_CUTAK -            218   5.4e-06   26.5   0.2   1   2      0.45   1.1e+03   -0.6   0.0     3    43   110   150   108   156 0.75 ECF sigma factor
Sigma70_ECF          PF07638.14   185 tr|Q6AB19|Q6AB19_CUTAK -            218   5.4e-06   26.5   0.2   2   2     7e-09   1.7e-05   24.9   0.1   138   182   157   201   146   204 0.87 ECF sigma factor
EutC                 PF05985.14   233 tr|Q6AB19|Q6AB19_CUTAK -            218   1.3e-05   24.8   1.5   1   1   8.1e-09     2e-05   24.2   1.5    75   136   137   198    65   213 0.67 Ethanolamine ammonia-lyase light chain (EutC)
Sigma70_r4           PF04545.19    50 tr|Q6AB19|Q6AB19_CUTAK -            218   0.00016   21.2   1.0   1   2      0.94   2.3e+03   -1.7   0.2    34    42    16    24    15    26 0.71 Sigma-70, region 4
Sigma70_r4           PF04545.19    50 tr|Q6AB19|Q6AB19_CUTAK -            218   0.00016   21.2   1.0   2   2   2.1e-07   0.00051   19.6   0.0     2    44   153   194   152   198 0.86 Sigma-70, region 4
HTH_24               PF13412.9     48 tr|Q6AB19|Q6AB19_CUTAK -            218   0.00051   19.7   0.1   1   2       0.7   1.7e+03   -1.2   0.0     5    17   130   142   128   152 0.81 Winged helix-turn-helix DNA-binding
HTH_24               PF13412.9     48 tr|Q6AB19|Q6AB19_CUTAK -            218   0.00051   19.7   0.1   2   2     1e-06    0.0026   17.4   0.1    16    38   169   191   164   193 0.90 Winged helix-turn-helix DNA-binding
Whib                 PF02467.19    64 tr|Q6A740|Q6A740_CUTAK -             85   9.7e-27   93.5   2.1   1   1   5.7e-31   1.1e-26   93.3   2.1     1    64    18    81    18    81 0.99 Transcription factor WhiB
Peptidase_S24        PF00717.26   116 tr|Q6A8Z1|Q6A8Z1_CUTAK -            224   5.3e-10   39.2   0.0   1   1   1.8e-13   9.1e-10   38.5   0.0    15   114   115   216   108   218 0.81 Peptidase S24-like
LexA_DNA_bind        PF01726.19    65 tr|Q6A8Z1|Q6A8Z1_CUTAK -            224   3.5e-07   30.0   0.1   1   1   1.3e-10   6.2e-07   29.2   0.1     6    62    30    86    26    87 0.95 LexA DNA binding domain
DUF4423              PF14394.9    168 tr|Q6A8Z1|Q6A8Z1_CUTAK -            224   0.00023   21.1   0.0   1   1   6.8e-08   0.00034   20.5   0.0    24    93    37   104    30   111 0.88 Domain of unknown function (DUF4423)
MarR_2               PF12802.10    61 tr|Q6A8Z1|Q6A8Z1_CUTAK -            224   0.00034   20.7   0.5   1   1   1.5e-07   0.00076   19.6   0.5    18    53    43    83    29    86 0.81 MarR family
HTH_6                PF01418.20    77 tr|Q6A8M8|Q6A8M8_CUTAK -            290   5.8e-21   74.4   0.0   1   1   2.1e-24   1.4e-20   73.2   0.0     3    76     5    78     3    79 0.97 Helix-turn-helix domain, rpiR family
SIS                  PF01380.25   131 tr|Q6A8M8|Q6A8M8_CUTAK -            290     1e-19   70.8   0.1   1   1   2.4e-23   1.6e-19   70.1   0.1     5   130   136   261   132   262 0.95 SIS domain
SIS_2                PF13580.9    138 tr|Q6A8M8|Q6A8M8_CUTAK -            290   0.00058   20.0   2.5   1   2      0.02   1.3e+02    2.7   0.2    19    56   124   157    97   168 0.68 SIS domain
SIS_2                PF13580.9    138 tr|Q6A8M8|Q6A8M8_CUTAK -            290   0.00058   20.0   2.5   2   2   8.9e-07    0.0058   16.8   0.2   108   138   188   218   174   218 0.94 SIS domain
Peptidase_M24        PF00557.27   209 tr|Q6AA10|Q6AA10_CUTAK -            498   7.2e-47  159.9   0.2   1   2      0.69   6.8e+03   -3.3   0.0    55    85    91   121    77   124 0.73 Metallopeptidase family M24
Peptidase_M24        PF00557.27   209 tr|Q6AA10|Q6AA10_CUTAK -            498   7.2e-47  159.9   0.2   2   2   1.3e-50   1.3e-46  159.1   0.1     1   209   229   468   229   468 0.89 Metallopeptidase family M24
AMP_N                PF05195.19   123 tr|Q6AA10|Q6AA10_CUTAK -            498   1.6e-17   63.5   0.0   1   1   3.1e-21     3e-17   62.6   0.0     3   112    59   177    57   184 0.89 Aminopeptidase P, N-terminal domain
HrcA                 PF01628.24   219 sp|Q6A998|HRCA_CUTAK -            339     9e-54  182.8   0.4   1   1   1.2e-57   1.1e-53  182.5   0.4     1   219   103   322   103   322 0.90 HrcA protein C terminal domain
HTH_DeoR             PF08220.15    57 sp|Q6A998|HRCA_CUTAK -            339   3.2e-06   26.9   0.0   1   2   1.9e-08   0.00018   21.3   0.0     7    51    16    62    11    67 0.78 DeoR-like helix-turn-helix domain
HTH_DeoR             PF08220.15    57 sp|Q6A998|HRCA_CUTAK -            339   3.2e-06   26.9   0.0   2   2     0.012   1.1e+02    2.7   0.0    35    52   252   269   245   272 0.82 DeoR-like helix-turn-helix domain
TetR_N               PF00440.26    47 tr|Q6A7V8|Q6A7V8_CUTAK -            203   1.1e-09   38.1   0.1   1   1   1.7e-13   1.6e-09   37.5   0.1     3    47    25    69    23    69 0.95 Bacterial regulatory proteins, tetR family
TetR_C_1             PF02909.20   145 tr|Q6A7V8|Q6A7V8_CUTAK -            203   5.2e-09   36.2   0.3   1   2   5.7e-12   5.6e-08   32.8   0.0     2    89    84   171    83   174 0.94 Tetracyclin repressor-like, C-terminal domain
TetR_C_1             PF02909.20   145 tr|Q6A7V8|Q6A7V8_CUTAK -            203   5.2e-09   36.2   0.3   2   2     0.029   2.9e+02    1.3   0.0   126   142   184   200   173   203 0.86 Tetracyclin repressor-like, C-terminal domain
IclR                 PF01614.21   128 tr|Q6A5P2|Q6A5P2_CUTAK -            254   2.9e-13   49.9   0.1   1   2       1.2   5.8e+03   -2.8   0.0    60    74    46    60    38    64 0.80 Bacterial transcriptional regulator
IclR                 PF01614.21   128 tr|Q6A5P2|Q6A5P2_CUTAK -            254   2.9e-13   49.9   0.1   2   2   1.4e-16     7e-13   48.7   0.1     6   127   127   249   122   250 0.90 Bacterial transcriptional regulator
HTH_IclR             PF09339.13    52 tr|Q6A5P2|Q6A5P2_CUTAK -            254   2.9e-11   43.1   0.3   1   1   1.6e-14   8.1e-11   41.7   0.3     5    51    12    58    11    59 0.96 IclR helix-turn-helix domain
MarR_2               PF12802.10    61 tr|Q6A5P2|Q6A5P2_CUTAK -            254   2.8e-05   24.2   0.3   1   2   1.5e-08   7.4e-05   22.8   0.1     6    51    11    56     9    65 0.91 MarR family
MarR_2               PF12802.10    61 tr|Q6A5P2|Q6A5P2_CUTAK -            254   2.8e-05   24.2   0.3   2   2       1.9   9.4e+03   -3.1   0.0    38    53   179   194   176   197 0.73 MarR family
TrmB                 PF01978.22    68 tr|Q6A5P2|Q6A5P2_CUTAK -            254   0.00011   22.1   0.0   1   1   4.5e-08   0.00022   21.2   0.0    21    53    24    56    14    75 0.83 Sugar-specific transcriptional regulator TrmB
DeoRC                PF00455.25   160 tr|Q6AB10|Q6AB10_CUTAK -            309   7.5e-28   97.6   0.0   1   1   2.5e-31   1.2e-27   96.9   0.0     4   139   121   256   119   264 0.95 DeoR C terminal sensor domain
HTH_DeoR             PF08220.15    57 tr|Q6AB10|Q6AB10_CUTAK -            309   5.7e-09   35.7   0.3   1   1   2.6e-12   1.3e-08   34.6   0.3     1    54    51   105    51   108 0.91 DeoR-like helix-turn-helix domain
HTH_11               PF08279.15    55 tr|Q6AB10|Q6AB10_CUTAK -            309   1.6e-05   24.9   0.3   1   2   8.3e-09   4.1e-05   23.6   0.1     1    42    51    92    51   100 0.85 HTH domain
HTH_11               PF08279.15    55 tr|Q6AB10|Q6AB10_CUTAK -            309   1.6e-05   24.9   0.3   2   2       2.7   1.3e+04   -3.7   0.0    19    26   282   289   280   289 0.82 HTH domain
MerR                 PF00376.26    38 tr|Q6AB10|Q6AB10_CUTAK -            309   0.00079   19.3   0.0   1   1     4e-07     0.002   18.0   0.0     1    18    67    84    67    85 0.95 MerR family regulatory protein
PadR                 PF03551.17    75 tr|Q6A793|Q6A793_CUTAK -            113   1.4e-20   73.2   0.0   1   1   9.5e-25   1.9e-20   72.7   0.0     1    73    19    89    19    91 0.98 Transcriptional regulator PadR-like family
Peptidase_M78        PF06114.16   123 tr|Q6ABC9|Q6ABC9_CUTAK -            369     8e-12   45.3   0.0   1   1   2.7e-15   1.8e-11   44.2   0.0     4   122   150   260   147   261 0.75 IrrE N-terminal-like domain
HTH_3                PF01381.25    55 tr|Q6ABC9|Q6ABC9_CUTAK -            369   1.7e-09   37.7   0.0   1   2   1.2e-12   7.8e-09   35.6   0.0     5    55    15    65    13    65 0.95 Helix-turn-helix
HTH_3                PF01381.25    55 tr|Q6ABC9|Q6ABC9_CUTAK -            369   1.7e-09   37.7   0.0   2   2       1.1     7e+03   -2.7   0.0    45    54   325   334   325   335 0.83 Helix-turn-helix
HTH_31               PF13560.9     64 tr|Q6ABC9|Q6ABC9_CUTAK -            369   3.1e-07   30.8   3.4   1   3   8.2e-10   5.4e-06   26.8   0.0    11    58    16    62     7    66 0.91 Helix-turn-helix domain
HTH_31               PF13560.9     64 tr|Q6ABC9|Q6ABC9_CUTAK -            369   3.1e-07   30.8   3.4   2   3      0.05   3.2e+02    1.9   0.0    33    61    90   117    77   119 0.74 Helix-turn-helix domain
HTH_31               PF13560.9     64 tr|Q6ABC9|Q6ABC9_CUTAK -            369   3.1e-07   30.8   3.4   3   3      0.27   1.8e+03   -0.5   0.5    36    36   262   262   227   312 0.58 Helix-turn-helix domain
Peripla_BP_3         PF13377.9    166 tr|Q6AA58|Q6AA58_CUTAK -            332   7.2e-30  104.5   0.8   1   2      0.34   1.7e+03   -0.7   0.1     3    63    56   115    54   154 0.60 Periplasmic binding protein-like domain
Peripla_BP_3         PF13377.9    166 tr|Q6AA58|Q6AA58_CUTAK -            332   7.2e-30  104.5   0.8   2   2   3.3e-33   1.6e-29  103.4   0.1     1   166   173   329   173   329 0.91 Periplasmic binding protein-like domain
LacI                 PF00356.24    46 tr|Q6AA58|Q6AA58_CUTAK -            332     7e-17   61.1   0.1   1   1   2.9e-20   1.4e-16   60.1   0.1     1    46     6    51     6    51 0.99 Bacterial regulatory proteins, lacI family
Peripla_BP_1         PF00532.24   279 tr|Q6AA58|Q6AA58_CUTAK -            332   1.1e-14   54.7   0.2   1   1   3.6e-18   1.8e-14   54.0   0.2    42   259   104   309    63   324 0.85 Periplasmic binding proteins and sugar binding domain of LacI family
Peripla_BP_4         PF13407.9    259 tr|Q6AA58|Q6AA58_CUTAK -            332   1.2e-10   41.6   0.0   1   1   3.5e-14   1.7e-10   41.0   0.0    89   258   151   312   127   313 0.86 Periplasmic binding protein domain
FUR                  PF01475.22   121 tr|Q6A965|Q6A965_CUTAK -            137   3.7e-30  104.7   0.0   1   2   1.9e-34   3.7e-30  104.7   0.0     4   120     5   121     2   122 0.96 Ferric uptake regulator family
FUR                  PF01475.22   121 tr|Q6A965|Q6A965_CUTAK -            137   3.7e-30  104.7   0.0   2   2      0.44   8.7e+03   -3.1   0.3    83    91   124   132   124   133 0.87 Ferric uptake regulator family
MarR_2               PF12802.10    61 tr|Q6AAF7|Q6AAF7_CUTAK -            206     5e-05   23.4   0.1   1   2   2.1e-08   0.00021   21.4   0.0    21    60     1    40     1    41 0.96 MarR family
MarR_2               PF12802.10    61 tr|Q6AAF7|Q6AAF7_CUTAK -            206     5e-05   23.4   0.1   2   2      0.32   3.2e+03   -1.6   0.0     9    16    60    67    53    71 0.52 MarR family
HTH_IclR             PF09339.13    52 tr|Q6AAF7|Q6AAF7_CUTAK -            206   0.00043   20.2   0.3   1   2   9.4e-08   0.00092   19.1   0.1    19    51     1    33     1    34 0.96 IclR helix-turn-helix domain
HTH_IclR             PF09339.13    52 tr|Q6AAF7|Q6AAF7_CUTAK -            206   0.00043   20.2   0.3   2   2       0.6   5.9e+03   -2.7   0.0     8    33    61    68    59    71 0.53 IclR helix-turn-helix domain
Germane              PF10646.12   105 tr|Q6AAY2|Q6AAY2_CUTAK -            487     1e-07   32.8   0.0   1   1   3.2e-11   2.1e-07   31.8   0.0    21   104   284   375   263   376 0.73 Sporulation and spore germination
Sigma70_r4           PF04545.19    50 tr|Q6AAY2|Q6AAY2_CUTAK -            487   0.00025   20.6   0.0   1   1     7e-08   0.00046   19.8   0.0     1    45   102   147   102   150 0.95 Sigma-70, region 4
Sigma70_r4_2         PF08281.15    54 tr|Q6AAY2|Q6AAY2_CUTAK -            487   0.00042   20.0   0.1   1   1   2.2e-07    0.0014   18.3   0.1     7    46   102   142   100   149 0.88 Sigma-70, region 4
HTH_11               PF08279.15    55 tr|Q6A7N6|Q6A7N6_CUTAK -            640   2.8e-17   62.5   0.1   1   2     9e-11   3.5e-07   30.2   0.0     4    47     6    48     3    55 0.88 HTH domain
HTH_11               PF08279.15    55 tr|Q6A7N6|Q6A7N6_CUTAK -            640   2.8e-17   62.5   0.1   2   2   1.4e-10   5.6e-07   29.5   0.0     7    54    93   144    87   145 0.90 HTH domain
PRD                  PF00874.23    90 tr|Q6A7N6|Q6A7N6_CUTAK -            640   7.2e-14   52.0   0.1   1   2    0.0046        18    5.8   0.0    31    86   203   258   197   261 0.80 PRD domain
PRD                  PF00874.23    90 tr|Q6A7N6|Q6A7N6_CUTAK -            640   7.2e-14   52.0   0.1   2   2   8.1e-15   3.2e-11   43.5   0.1     3    84   287   368   285   371 0.97 PRD domain
PTS_EIIA_2           PF00359.25   144 tr|Q6A7N6|Q6A7N6_CUTAK -            640     3e-08   33.8   0.0   1   1   1.7e-11   6.7e-08   32.7   0.0    22   139   511   625   502   629 0.91 Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
Mga                  PF05043.16    87 tr|Q6A7N6|Q6A7N6_CUTAK -            640   0.00011   22.8   0.0   1   2    0.0022       8.5    7.2   0.0    22    60     8    46     4    48 0.87 Mga helix-turn-helix domain
Mga                  PF05043.16    87 tr|Q6A7N6|Q6A7N6_CUTAK -            640   0.00011   22.8   0.0   2   2   3.3e-05      0.13   13.0   0.0    30    81   101   155    92   161 0.90 Mga helix-turn-helix domain
HTH_Crp_2            PF13545.9     68 tr|Q6A7N6|Q6A7N6_CUTAK -            640   0.00017   21.7   0.9   1   2   0.00036       1.4    9.0   0.1    19    48    14    43     3    66 0.77 Crp-like helix-turn-helix domain
